0.3 -1  7.6404E-5
0.55  -0.9  2.0898E-5
0.55  0 9.231E-6
0.6 -0.85 1.1653E-4
0.65  -0.8  3.4336E-5
0.7 -0.8  7.3748E-5
0.75  -0.75 4.0466E-4
0.75  -0.1  8.9161E-6
0.75  -0.05 2.8272E-5
0.75  0 3.9109E-5
0.75  0.05  2.9605E-5
0.75  0.1 1.0391E-5
0.8 -1.3  9.709E-6
0.8 -0.75 1.6782E-5
0.8 -0.7  8.2559E-4
0.8 -0.65 2.5241E-5
0.8 -0.1  2.3688E-5
0.8 -0.05 7.3938E-5
0.8 0 1.0275E-4
0.8 0.05  7.6757E-5
0.8 0.1 2.6143E-5
0.8 1.3 8.7244E-6
0.85  -1.35 8.7047E-6
0.85  -1.3  1.4495E-5
0.85  -1.25 1.2815E-5
0.85  -0.75 1.1863E-5
0.85  -0.7  5.8882E-5
0.85  -0.65 0.0014
0.85  -0.6  1.4825E-5
0.85  -0.1  3.9666E-5
0.85  -0.05 1.2138E-4
0.85  0 1.687E-4
0.85  0.05  1.2446E-4
0.85  0.1 4.1384E-5
0.85  0.25  8.8436E-6
0.85  1.25  1.1176E-5
0.85  1.3 1.3505E-5
0.9 -1.35 9.1479E-6
0.9 -1.3  1.5303E-5
0.9 -1.25 1.3353E-5
0.9 -0.75 9.2553E-6
0.9 -0.7  2.3047E-5
0.9 -0.65 3.7747E-5
0.9 -0.6  1.3069E-4
0.9 -0.55 4.3942E-5
0.9 -0.25 9.2452E-6
0.9 -0.1  4.7591E-5
0.9 -0.05 1.4591E-4
0.9 0 1.9988E-4
0.9 0.05  1.4597E-4
0.9 0.1 4.7794E-5
0.9 0.25  1.0263E-5
0.9 1.25  1.2169E-5
0.9 1.3 1.4589E-5
0.9 1.35  9.198E-6
0.95  -1.3  1.1773E-5
0.95  -1.25 1.0348E-5
0.95  -0.7  1.2085E-5
0.95  -0.65 1.0806E-5
0.95  -0.55 8.8447E-5
0.95  -0.5  0.0023
0.95  -0.4  1.2677E-5
0.95  -0.25 9.1346E-6
0.95  -0.1  4.4406E-5
0.95  -0.05 1.3365E-4
0.95  0 1.8209E-4
0.95  0.05  1.3036E-4
0.95  0.1 4.2136E-5
0.95  0.25  8.9015E-6
0.95  1.25  9.7046E-6
0.95  1.3 1.1784E-5
1 -0.5  1.1346E-5
1 -0.45 2.0762E-4
1 -0.4  5.4566E-5
1 -0.35 9.8027E-6
1 -0.1  3.2117E-5
1 -0.05 9.5272E-5
1 0 1.2544E-4
1 0.05  8.7986E-5
1 0.1 2.702E-5
1.05  -0.4  1.1701E-5
1.05  -0.35 0.0019
1.05  -0.25 1.034E-5
1.05  -0.1  1.882E-5
1.05  -0.05 5.0183E-5
1.05  0 6.3402E-5
1.05  0.05  4.1874E-5
1.05  0.1 1.2434E-5
1.1 -0.25 4.9727E-4
1.1 -0.2  1.4754E-5
1.1 -0.1  9.7882E-6
1.1 -0.05 1.9896E-5
1.1 0 2.0241E-5
1.1 0.05  1.2054E-5
1.15  -0.1  0.0021
1.15  -0.05 8.1893E-5
1.15  0 3.7973E-5
1.15  0.05  1.4249E-5
1.2 -0.05 6.6453E-5
1.2 0 6.7573E-4
1.2 0.05  0.0016
1.2 0.1 4.7722E-5
1.25  0.2 1.6778E-4
1.25  0.25  1.8047E-4
1.3 0.45  2.5102E-5
1.3 0.5 4.0249E-4
1.3 0.55  2.1294E-4
1.3 0.6 7.391E-5
1.3 0.65  9.8758E-6
1.35  0.85  1.2768E-5
1.35  0.9 2.1004E-5
1.35  0.95  5.278E-5
1.35  1 1.5187E-5
1.35  1.25  9.8708E-6
1.4 -1.4  1.5536E-5
1.4 -1.35 2.3893E-5
1.4 -1.3  2.4187E-5
1.4 -1.25 1.3476E-5
1.4 -0.05 8.8E-6
1.4 0 1.1511E-5
1.4 1.15  9.0774E-6
1.4 1.2 3.0234E-4
1.4 1.25  0.0014
1.4 1.3 0.0054
1.4 1.35  6.7583E-4
1.4 1.4 2.6369E-5
1.45  -1.4  1.201E-5
1.45  -1.35 7.1209E-5
1.45  -1.3  2.7249E-4
1.45  -1.25 3.8229E-4
1.45  -1.2  2.9662E-4
1.45  -1.15 1.4579E-5
1.45  -1.1  2.8956E-5
1.45  -1.05 2.016E-5
