-6.9905	-2.9987	2.532E-6
-6.9786	-2.9987	2.7214E-6
-6.9667	-2.9987	3.0038E-6
-6.9547	-2.9987	3.6183E-6
-6.9428	-2.9987	4.8824E-6
-6.9309	-2.9987	7.168E-6
-6.919	-2.9987	1.0866E-5
-6.9071	-2.9987	1.6341E-5
-6.8952	-2.9987	2.3882E-5
-6.8833	-2.9987	3.3649E-5
-6.8714	-2.9987	4.5636E-5
-6.8595	-2.9987	5.9633E-5
-6.8476	-2.9987	7.5217E-5
-6.8357	-2.9987	9.1751E-5
-6.8237	-2.9987	1.0841E-4
-6.8118	-2.9987	1.2425E-4
-6.7999	-2.9987	1.3824E-4
-6.788	-2.9987	1.4936E-4
-6.7761	-2.9987	1.5672E-4
-6.7642	-2.9987	1.5958E-4
-6.7523	-2.9987	1.5752E-4
-6.7404	-2.9987	1.5044E-4
-6.7285	-2.9987	1.3861E-4
-6.7166	-2.9987	1.2269E-4
-6.7047	-2.9987	1.037E-4
-6.6928	-2.9987	8.2922E-5
-6.6808	-2.9987	6.1833E-5
-6.6689	-2.9987	4.1963E-5
-6.657	-2.9987	2.4768E-5
-6.6451	-2.9987	1.1495E-5
-6.6332	-2.9987	3.0736E-6
-6.6213	-2.9987	1.6029E-8
-6.6094	-2.9987	2.3688E-6
-6.5975	-2.9987	9.6966E-6
-6.5856	-2.9987	2.1114E-5
-6.5737	-2.9987	3.5357E-5
-6.5618	-2.9987	5.0897E-5
-6.5498	-2.9987	6.6079E-5
-6.5379	-2.9987	7.9282E-5
-6.526	-2.9987	8.9077E-5
-6.5141	-2.9987	9.4382E-5
-6.5022	-2.9987	9.4575E-5
-6.4903	-2.9987	8.9574E-5
-6.4784	-2.9987	7.9862E-5
-6.4665	-2.9987	6.6449E-5
-6.4546	-2.9987	5.0784E-5
-6.4427	-2.9987	3.462E-5
-6.4308	-2.9987	1.9837E-5
-6.4188	-2.9987	8.2567E-6
-6.4069	-2.9987	1.4531E-6
-6.395	-2.9987	5.8094E-7
-6.3831	-2.9987	6.2431E-6
-6.3712	-2.9987	1.8404E-5
-6.3593	-2.9987	3.6362E-5
-6.3474	-2.9987	5.8788E-5
-6.3355	-2.9987	8.3822E-5
-6.3236	-2.9987	1.0923E-4
-6.3117	-2.9987	1.3262E-4
-6.2998	-2.9987	1.5165E-4
-6.2879	-2.9987	1.643E-4
-6.2759	-2.9987	1.6908E-4
-6.264	-2.9987	1.6522E-4
-6.2521	-2.9987	1.528E-4
-6.2402	-2.9987	1.3279E-4
-6.2283	-2.9987	1.0705E-4
-6.2164	-2.9987	7.8204E-5
-6.2045	-2.9987	4.9473E-5
-6.1926	-2.9987	2.4445E-5
-6.1807	-2.9987	6.809E-6
-6.1688	-2.9987	6.6169E-8
-6.1569	-2.9987	7.255E-6
-6.1449	-2.9987	3.0694E-5
-6.133	-2.9987	7.1768E-5
-6.1211	-2.9987	1.3078E-4
-6.1092	-2.9987	2.0688E-4
-6.0973	-2.9987	2.9806E-4
-6.0854	-2.9987	4.0126E-4
-6.0735	-2.9987	5.1254E-4
-6.0616	-2.9987	6.2732E-4
-6.0497	-2.9987	7.4071E-4
-6.0378	-2.9987	8.4774E-4
-6.0259	-2.9987	9.4379E-4
-6.014	-2.9987	0.001
-6.002	-2.9987	0.0011
-5.9901	-2.9987	0.0011
-5.9782	-2.9987	0.0011
-5.9663	-2.9987	0.0011
-5.9544	-2.9987	0.0011
-5.9425	-2.9987	0.0011
-5.9306	-2.9987	0.001
-5.9187	-2.9987	9.439E-4
-5.9068	-2.9987	8.5843E-4
-5.8949	-2.9987	7.6598E-4
-5.883	-2.9987	6.702E-4
-5.871	-2.9987	5.7453E-4
-5.8591	-2.9987	4.8203E-4
-5.8472	-2.9987	3.9526E-4
-5.8353	-2.9987	3.1621E-4
-5.8234	-2.9987	2.4623E-4
-5.8115	-2.9987	1.8606E-4
-5.7996	-2.9987	1.3587E-4
-5.7877	-2.9987	9.5351E-5
-5.7758	-2.9987	6.378E-5
-5.7639	-2.9987	4.0173E-5
-5.752	-2.9987	2.3369E-5
-5.74	-2.9987	1.2139E-5
-5.7281	-2.9987	5.2716E-6
-5.7162	-2.9987	1.6383E-6
-5.7043	-2.9987	2.4583E-7
-5.6924	-2.9987	2.6298E-7
-5.6805	-2.9987	1.0335E-6
-5.6686	-2.9987	2.0732E-6
-5.6567	-2.9987	3.0555E-6
-5.6448	-2.9987	3.7894E-6
-5.6329	-2.9987	4.1919E-6
-5.621	-2.9987	4.2598E-6
-5.6091	-2.9987	4.0419E-6
-5.5971	-2.9987	3.6147E-6
-5.5852	-2.9987	3.0632E-6
-5.5733	-2.9987	2.4662E-6
-5.5614	-2.9987	1.888E-6
-5.5495	-2.9987	1.3737E-6
-5.5376	-2.9987	9.4932E-7
-5.5257	-2.9987	6.2347E-7
-5.5138	-2.9987	3.9162E-7
-5.5019	-2.9987	2.4037E-7
-5.49	-2.9987	1.5176E-7
-5.4781	-2.9987	1.0689E-7
-5.4661	-2.9987	8.8658E-8
-5.4542	-2.9987	8.336E-8
-5.4423	-2.9987	8.1437E-8
-5.4304	-2.9987	7.7369E-8
-5.4185	-2.9987	6.9028E-8
-5.4066	-2.9987	5.6734E-8
-5.3947	-2.9987	4.2227E-8
-5.3828	-2.9987	2.7742E-8
-5.3709	-2.9987	1.5306E-8
-5.359	-2.9987	6.3011E-9
-5.3471	-2.9987	1.2934E-9
-5.3351	-2.9987	7.1589E-11
-5.3232	-2.9987	1.835E-9
-5.3113	-2.9987	5.4504E-9
-5.2994	-2.9987	9.7148E-9
-5.2875	-2.9987	1.3574E-8
-5.2756	-2.9987	1.6272E-8
-5.2637	-2.9987	1.7417E-8
-5.2518	-2.9987	1.6972E-8
-5.2399	-2.9987	1.5191E-8
-5.228	-2.9987	1.252E-8
-5.2161	-2.9987	9.48E-9
-5.2042	-2.9987	6.5667E-9
-5.1922	-2.9987	4.1694E-9
-5.1803	-2.9987	2.5238E-9
-5.1684	-2.9987	1.699E-9
-5.1565	-2.9987	1.6144E-9
-5.1446	-2.9987	2.0826E-9
-5.1327	-2.9987	2.8657E-9
-5.1208	-2.9987	3.7388E-9
-5.1089	-2.9987	4.552E-9
-5.097	-2.9987	5.2815E-9
-5.0851	-2.9987	6.0657E-9
-5.0732	-2.9987	7.2194E-9
-5.0612	-2.9987	9.2216E-9
-5.0493	-2.9987	1.2675E-8
-5.0374	-2.9987	1.8236E-8
-5.0255	-2.9987	2.6523E-8
-5.0136	-2.9987	3.8009E-8
-5.0017	-2.9987	5.2904E-8
-4.9898	-2.9987	7.1064E-8
-4.9779	-2.9987	9.1921E-8
-4.966	-2.9987	1.1446E-7
-4.9541	-2.9987	1.3726E-7
-4.9422	-2.9987	1.5858E-7
-4.9302	-2.9987	1.7653E-7
-4.9183	-2.9987	1.8928E-7
-4.9064	-2.9987	1.9523E-7
-4.8945	-2.9987	1.9333E-7
-4.8826	-2.9987	1.832E-7
-4.8707	-2.9987	1.653E-7
-4.8588	-2.9987	1.4101E-7
-4.8469	-2.9987	1.1252E-7
-4.835	-2.9987	8.2729E-8
-4.8231	-2.9987	5.4936E-8
-4.8112	-2.9987	3.2495E-8
-4.7993	-2.9987	1.8417E-8
-4.7873	-2.9987	1.4977E-8
-4.7754	-2.9987	2.3394E-8
-4.7635	-2.9987	4.3614E-8
-4.7516	-2.9987	7.4259E-8
-4.7397	-2.9987	1.1274E-7
-4.7278	-2.9987	1.555E-7
-4.7159	-2.9987	1.9848E-7
-4.704	-2.9987	2.3752E-7
-4.6921	-2.9987	2.6893E-7
-4.6802	-2.9987	2.8993E-7
-4.6683	-2.9987	2.9899E-7
-4.6563	-2.9987	2.9612E-7
-4.6444	-2.9987	2.8282E-7
-4.6325	-2.9987	2.6197E-7
-4.6206	-2.9987	2.3747E-7
-4.6087	-2.9987	2.1369E-7
-4.5968	-2.9987	1.9493E-7
-4.5849	-2.9987	1.8475E-7
-4.573	-2.9987	1.8551E-7
-4.5611	-2.9987	1.9791E-7
-4.5492	-2.9987	2.2088E-7
-4.5373	-2.9987	2.5166E-7
-4.5253	-2.9987	2.8613E-7
-4.5134	-2.9987	3.1933E-7
-4.5015	-2.9987	3.4611E-7
-4.4896	-2.9987	3.6183E-7
-4.4777	-2.9987	3.6303E-7
-4.4658	-2.9987	3.4791E-7
-4.4539	-2.9987	3.1675E-7
-4.442	-2.9987	2.7188E-7
-4.4301	-2.9987	2.1758E-7
-4.4182	-2.9987	1.5964E-7
-4.4063	-2.9987	1.0466E-7
-4.3944	-2.9987	5.9291E-8
-4.3824	-2.9987	2.9389E-8
-4.3705	-2.9987	1.9258E-8
-4.3586	-2.9987	3.106E-8
-4.3467	-2.9987	6.4492E-8
-4.3348	-2.9987	1.1678E-7
-4.3229	-2.9987	1.8298E-7
-4.311	-2.9987	2.5652E-7
-4.2991	-2.9987	3.3E-7
-4.2872	-2.9987	3.9599E-7
-4.2753	-2.9987	4.4787E-7
-4.2634	-2.9987	4.8054E-7
-4.2514	-2.9987	4.9099E-7
-4.2395	-2.9987	4.7852E-7
-4.2276	-2.9987	4.4482E-7
-4.2157	-2.9987	3.9368E-7
-4.2038	-2.9987	3.3053E-7
-4.1919	-2.9987	2.6176E-7
-4.18	-2.9987	1.9394E-7
-4.1681	-2.9987	1.3306E-7
-4.1562	-2.9987	8.3864E-8
-4.1443	-2.9987	4.9371E-8
-4.1324	-2.9987	3.0651E-8
-4.1204	-2.9987	2.6855E-8
-4.1085	-2.9987	3.5498E-8
-4.0966	-2.9987	5.2924E-8
-4.0847	-2.9987	7.4879E-8
-4.0728	-2.9987	9.7104E-8
-4.0609	-2.9987	1.1587E-7
-4.049	-2.9987	1.2839E-7
-4.0371	-2.9987	1.3307E-7
-4.0252	-2.9987	1.2958E-7
-4.0133	-2.9987	1.1877E-7
-4.0014	-2.9987	1.0237E-7
-3.9895	-2.9987	8.2709E-8
-3.9775	-2.9987	6.2244E-8
