 -7.0024E+00  1.9077E-02
 -6.9905E+00  2.0795E-02
 -6.9786E+00  2.2355E-02
 -6.9667E+00  2.3686E-02
 -6.9547E+00  2.4721E-02
 -6.9428E+00  2.5402E-02
 -6.9309E+00  2.5682E-02
 -6.9190E+00  2.5535E-02
 -6.9071E+00  2.4952E-02
 -6.8952E+00  2.3950E-02
 -6.8833E+00  2.2567E-02
 -6.8714E+00  2.0864E-02
 -6.8595E+00  1.8917E-02
 -6.8476E+00  1.6818E-02
 -6.8357E+00  1.4667E-02
 -6.8237E+00  1.2562E-02
 -6.8118E+00  1.0596E-02
 -6.7999E+00  8.8514E-03
 -6.7880E+00  7.3906E-03
 -6.7761E+00  6.2553E-03
 -6.7642E+00  5.4631E-03
 -6.7523E+00  5.0065E-03
 -6.7404E+00  4.8546E-03
 -6.7285E+00  4.9560E-03
 -6.7166E+00  5.2435E-03
 -6.7047E+00  5.6403E-03
 -6.6928E+00  6.0667E-03
 -6.6808E+00  6.4476E-03
 -6.6689E+00  6.7186E-03
 -6.6570E+00  6.8322E-03
 -6.6451E+00  6.7618E-03
 -6.6332E+00  6.5034E-03
 -6.6213E+00  6.0759E-03
 -6.6094E+00  5.5185E-03
 -6.5975E+00  4.8866E-03
 -6.5856E+00  4.2464E-03
 -6.5737E+00  3.6677E-03
 -6.5618E+00  3.2174E-03
 -6.5498E+00  2.9523E-03
 -6.5379E+00  2.9138E-03
 -6.5260E+00  3.1227E-03
 -6.5141E+00  3.5772E-03
 -6.5022E+00  4.2523E-03
 -6.4903E+00  5.1019E-03
 -6.4784E+00  6.0628E-03
 -6.4665E+00  7.0609E-03
 -6.4546E+00  8.0192E-03
 -6.4427E+00  8.8655E-03
 -6.4308E+00  9.5415E-03
 -6.4188E+00  1.0009E-02
 -6.4069E+00  1.0258E-02
 -6.3950E+00  1.0305E-02
 -6.3831E+00  1.0203E-02
 -6.3712E+00  1.0029E-02
 -6.3593E+00  9.8894E-03
 -6.3474E+00  9.9059E-03
 -6.3355E+00  1.0211E-02
 -6.3236E+00  1.0938E-02
 -6.3117E+00  1.2209E-02
 -6.2998E+00  1.4122E-02
 -6.2879E+00  1.6748E-02
 -6.2759E+00  2.0117E-02
 -6.2640E+00  2.4216E-02
 -6.2521E+00  2.8985E-02
 -6.2402E+00  3.4319E-02
 -6.2283E+00  4.0072E-02
 -6.2164E+00  4.6068E-02
 -6.2045E+00  5.2104E-02
 -6.1926E+00  5.7969E-02
 -6.1807E+00  6.3450E-02
 -6.1688E+00  6.8347E-02
 -6.1569E+00  7.2480E-02
 -6.1449E+00  7.5703E-02
 -6.1330E+00  7.7906E-02
 -6.1211E+00  7.9023E-02
 -6.1092E+00  7.9029E-02
 -6.0973E+00  7.7947E-02
 -6.0854E+00  7.5840E-02
 -6.0735E+00  7.2807E-02
 -6.0616E+00  6.8979E-02
 -6.0497E+00  6.4510E-02
 -6.0378E+00  5.9567E-02
 -6.0259E+00  5.4321E-02
 -6.0140E+00  4.8939E-02
 -6.0020E+00  4.3576E-02
 -5.9901E+00  3.8365E-02
 -5.9782E+00  3.3418E-02
 -5.9663E+00  2.8819E-02
 -5.9544E+00  2.4624E-02
 -5.9425E+00  2.0865E-02
 -5.9306E+00  1.7551E-02
 -5.9187E+00  1.4672E-02
 -5.9068E+00  1.2202E-02
 -5.8949E+00  1.0108E-02
 -5.8830E+00  8.3474E-03
 -5.8710E+00  6.8781E-03
 -5.8591E+00  5.6575E-03
 -5.8472E+00  4.6460E-03
 -5.8353E+00  3.8085E-03
 -5.8234E+00  3.1150E-03
 -5.8115E+00  2.5406E-03
 -5.7996E+00  2.0653E-03
 -5.7877E+00  1.6732E-03
