-9	0.0015652
-8.9624	0.0015635
-8.9248	0.0015267
-8.8873	0.0015518
-8.8497	0.0015539
-8.8121	0.0015341
-8.7745	0.0015516
-8.737	0.0015627
-8.6994	0.0015713
-8.6618	0.0015611
-8.6242	0.001537
-8.5866	0.0015681
-8.5491	0.0015387
-8.5115	0.0015552
-8.4739	0.0015436
-8.4363	0.0015289
-8.3987	0.0015591
-8.3612	0.0015309
-8.3236	0.00152
-8.286	0.0015521
-8.2484	0.0014649
-8.2109	0.0012756
-8.1733	0.00099805
-8.1357	0.00076271
-8.0981	0.00042286
-8.0605	0.00014869
-8.023	0.00012342
-7.9854	0.00024581
-7.9478	0.00037178
-7.9102	0.00037455
-7.8727	0.00025235
-7.8351	8.7513e-05
-7.7975	2.9793e-05
-7.7599	0.00014407
-7.7223	0.00034151
-7.6848	0.00048852
-7.6472	0.00044123
-7.6096	0.00022413
-7.572	0.00012046
-7.5344	0.00057411
-7.4969	0.0020034
-7.4593	0.0045004
-7.4217	0.007886
-7.3841	0.010782
-7.3466	0.013448
-7.309	0.014313
-7.2714	0.013326
-7.2338	0.010693
-7.1962	0.0071609
-7.1587	0.0039946
-7.1211	0.0016452
-7.0835	0.00032905
-7.0459	4.0165e-05
-7.0084	0.00039676
-6.9708	0.00086052
-6.9332	0.0011178
-6.8956	0.001002
-6.858	0.00058204
-6.8205	0.00017911
-6.7829	2.9954e-05
-6.7453	0.00022832
-6.7077	0.00070307
-6.6701	0.0010296
-6.6326	0.0010185
-6.595	0.00056015
-6.5574	8.4749e-05
-6.5198	0.00037344
-6.4823	0.002266
-6.4447	0.0061498
-6.4071	0.011774
-6.3695	0.018009
-6.3319	0.022626
-6.2944	0.025033
-6.2568	0.022637
-6.2192	0.018127
-6.1816	0.012101
-6.1441	0.0063731
-6.1065	0.00261
-6.0689	0.0006989
-6.0313	0.0003252
-5.9937	0.00055243
-5.9562	0.00069466
-5.9186	0.00054383
-5.881	0.0002946
-5.8434	0.00013759
-5.8058	0.00012568
-5.7683	0.00011493
-5.7307	4.2375e-05
-5.6931	7.5348e-05
-5.6555	0.000486
-5.618	0.0011515
-5.5804	0.0017567
-5.5428	0.0015423
-5.5052	0.00055293
-5.4676	0.00030454
-5.4301	0.0038593
-5.3925	0.014688
-5.3549	0.035063
-5.3173	0.063184
-5.2797	0.092749
-5.2422	0.11462
-5.2046	0.11978
-5.167	0.11399
-5.1294	0.08868
-5.0919	0.056001
-5.0543	0.027714
-5.0167	0.0081867
-4.9791	0.00048501
-4.9415	0.0016095
-4.904	0.0058603
-4.8664	0.0085518
-4.8288	0.0079812
-4.7912	0.0044481
-4.7537	0.0014066
-4.7161	6.568e-05
-4.6785	0.00074674
-4.6409	0.0022156
-4.6033	0.0031495
-4.5658	0.0028281
-4.5282	0.0017762
-4.4906	0.00070719
-4.453	0.0001793
-4.4154	0.00035952
-4.3779	0.0018654
-4.3403	0.0061906
-4.3027	0.014842
-4.2651	0.028985
-4.2276	0.046734
-4.19	0.063552
-4.1524	0.071026
-4.1148	0.068275
-4.0772	0.050332
-4.0397	0.029684
-4.0021	0.011401
-3.9645	0.0013204
-3.9269	0.0019701
-3.8894	0.0088592
-3.8518	0.015132
-3.8142	0.016777
-3.7766	0.012582
-3.739	0.0051661
-3.7015	0.00078769
-3.6639	0.0005814
-3.6263	0.0033115
-3.5887	0.0056982
-3.5511	0.0051053
-3.5136	0.0024527
-3.476	0.00040739
-3.4384	0.00092934
-3.4008	0.0031789
-3.3633	0.0038834
-3.3257	0.002356
-3.2881	0.0042317
-3.2505	0.020936
-3.2129	0.068984
-3.1754	0.1484
-3.1378	0.23886
-3.1002	0.31912
-3.0626	0.36384
-3.0251	0.33172
-2.9875	0.24829
-2.9499	0.13101
-2.9123	0.039061
-2.8747	0.00076965
-2.8372	0.022516
-2.7996	0.075362
-2.762	0.11857
-2.7244	0.11538
-2.6868	0.072696
-2.6493	0.023421
-2.6117	0.00036331
-2.5741	0.030875
-2.5365	0.10172
-2.499	0.16324
-2.4614	0.18176
-2.4238	0.12614
-2.3862	0.038724
-2.3486	0.0033651
-2.3111	0.11045
-2.2735	0.40865
-2.2359	0.89421
-2.1983	1.3778
-2.1608	1.8229
-2.1232	2.0998
-2.0856	2.0093
-2.048	1.7651
-2.0104	1.2944
-1.9729	0.79416
-1.9353	0.39697
-1.8977	0.15675
-1.8601	0.026705
-1.8225	0.00051847
-1.785	0.030195
-1.7474	0.017736
-1.7098	0.057326
-1.6722	0.023128
-1.6347	0.01064
-1.5971	0.0050459
-1.5595	5.2214e-05
-1.5219	0.00074037
-1.4843	0.0037219
-1.4468	0.029441
-1.4092	0.0034857
-1.3716	0.00044002
-1.334	0.00037177
-1.2965	0.00048556
-1.2589	0.0025475
-1.2213	0.00016589
-1.1837	9.8718e-05
-1.1461	0.00011016
-1.1086	0.00044122
-1.071	0.28184
-1.0334	0.0076383
-0.99582	0.015531
-0.95825	0.0047646
-0.92067	0.00093756
-0.88309	0.00055273
-0.84551	0.00037749
-0.80793	0.00043792
-0.77035	0.00013389
-0.73278	0.00033881
-0.6952	8.1214e-05
-0.65762	0.028224
-0.62004	0.00034877
-0.58246	0.00021046
-0.54489	0.00053979
-0.50731	2.6974e-05
-0.46973	3.9897e-05
-0.43215	0.0001441
-0.39457	0.00019951
-0.35699	0.00023222
-0.31942	0.00014254
-0.28184	3.7053e-05
-0.24426	1.7251e-05
-0.20668	0.00022206
-0.1691	0.00076917
-0.13152	0.0016326
-0.093946	0.002629
-0.056367	0.003726
-0.018789	0.0040505
0.018789	0.0040567
0.056367	0.0036893
0.093946	0.0026984
0.13152	0.001714
0.1691	0.00082751
0.20668	0.00025311
0.24426	3.0265e-05
0.28184	4.736e-05
0.31942	0.0001687
0.35699	0.00086097
0.39457	0.00028244
0.43215	0.00022324
0.46973	9.8262e-05
0.50731	1.6513e-05
0.54489	3.5445e-05
0.58246	0.00019802
0.62004	0.044114
0.65762	0.10245
0.6952	0.00021256
0.73278	8.7134e-05
0.77035	0.00041087
0.80793	0.0004227
0.84551	0.0002272
0.88309	0.0012125
0.92067	0.0015952
0.95825	0.0051089
0.99582	0.0084653
1.0334	0.0021921
1.071	0.0040047
1.1086	0.014152
1.1461	0.025245
1.1837	0.0034958
1.2213	0.0013575
1.2589	0.00048607
1.2965	0.0018837
1.334	0.0047828
1.3716	0.00059094
1.4092	0.0024226
1.4468	0.0019756
1.4843	0.00049718
1.5219	0.00034372
1.5595	0.00078443
1.5971	0.00099403
1.6347	0.0012279
1.6722	0.0035156
1.7098	0.004795
1.7474	0.0011139
1.785	0.00063509
1.8225	0.0006129
1.8601	0.0035177
1.8977	0.016309
1.9353	0.024253
1.9729	0.047834
2.0104	0.060949
2.048	0.078019
2.0856	0.084371
2.1232	0.084132
2.1608	0.072161
2.1983	0.055414
2.2359	0.037661
2.2735	0.018995
2.3111	0.0066257
2.3486	0.00086863
2.3862	0.00058092
2.4238	0.0034433
2.4614	0.0064036
2.499	0.0069538
2.5365	0.005477
2.5741	0.0026621
2.6117	0.0005452
2.6493	0.00058336
2.6868	0.002502
2.7244	0.0050871
2.762	0.0061168
2.7996	0.0044078
2.8372	0.0014066
2.8747	0.00015317
2.9123	0.0044777
2.9499	0.016224
2.9875	0.035354
3.0251	0.055099
3.0626	0.072933
3.1002	0.078461
3.1378	0.074301
3.1754	0.062396
3.2129	0.042463
3.2505	0.023914
3.2881	0.011158
3.3257	0.0039393
3.3633	0.0015863
3.4008	0.0013992
3.4384	0.0014906
3.476	0.0012146
3.5136	0.00070428
3.5511	0.00043862
3.5887	0.0004522
3.6263	0.00041854
3.6639	0.00020806
3.7015	0.00013157
3.739	0.00071067
3.7766	0.0022411
3.8142	0.0036119
3.8518	0.0036231
3.8894	0.001991
3.9269	0.00021838
3.9645	0.0030352
4.0021	0.016085
4.0397	0.042102
4.0772	0.079306
4.1148	0.12784
4.1524	0.16171
4.19	0.18054
4.2276	0.17129
4.2651	0.13801
4.3027	0.09637
4.3403	0.054282
4.3779	0.020918
4.4154	0.0038394
4.453	0.00025181
4.4906	0.0039957
4.5282	0.0083619
4.5658	0.0091385
4.6033	0.0067006
4.6409	0.0028307
4.6785	0.00047533
4.7161	0.00016503
4.7537	0.0012513
4.7912	0.0022616
4.8288	0.0025475
4.8664	0.001879
4.904	0.00098794
4.9415	0.00034948
4.9791	0.00020436
5.0167	0.00087208
5.0543	0.0031746
5.0919	0.0082783
5.1294	0.017082
5.167	0.029435
5.2046	0.039535
5.2422	0.047849
5.2797	0.048364
5.3173	0.039807
5.3549	0.026496
5.3925	0.012412
5.4301	0.0030815
5.4676	0.00025336
5.5052	0.0027819
5.5428	0.0068674
5.5804	0.009094
5.618	0.0077868
5.6555	0.0047898
5.6931	0.0014039
5.7307	7.7121e-05
5.7683	0.00070274
5.8058	0.001921
5.8434	0.0023556
5.881	0.0016257
5.9186	0.00050096
5.9562	0.00010293
5.9937	0.00061502
6.0313	0.0011375
6.0689	0.00080063
6.1065	0.0005231
6.1441	0.003669
6.1816	0.014728
6.2192	0.037128
6.2568	0.066023
6.2944	0.098201
6.3319	0.11446
6.3695	0.11357
6.4071	0.092077
6.4447	0.057399
6.4823	0.024543
6.5198	0.0040651
6.5574	0.0014096
6.595	0.012467
6.6326	0.0265
6.6701	0.031968
6.7077	0.026772
6.7453	0.012009
6.7829	0.001707
6.8205	0.0017585
6.858	0.013768
6.8956	0.030751
6.9332	0.039971
6.9708	0.033731
7.0084	0.017445
7.0459	0.0019682
7.0835	0.0066406
7.1211	0.044838
7.1587	0.11388
7.1962	0.202
7.2338	0.29181
7.2714	0.34487
7.309	0.35056
7.3466	0.30866
7.3841	0.23126
7.4217	0.15796
7.4593	0.082921
7.4969	0.033705
7.5344	0.0080254
7.572	0.00050046
7.6096	0.0018131
7.6472	0.0046202
7.6848	0.0053033
7.7223	0.0038868
7.7599	0.0018975
7.7975	0.00040557
7.8351	4.7399e-05
7.8727	0.0002598
7.9102	0.00045251
7.9478	0.00040125
7.9854	0.00020084
8.023	8.2573e-05
8.0605	7.5095e-05
8.0981	0.00010533
8.1357	0.00013288
8.1733	0.00019208
8.2109	0.00039572
8.2484	0.00072752
8.286	0.00089073
8.3236	0.00088354
8.3612	0.00087406
8.3987	0.0009114
8.4363	0.00089408
8.4739	0.00090034
8.5115	0.00093025
8.5491	0.00090177
8.5866	0.00094007
8.6242	0.00092305
8.6618	0.00092647
8.6994	0.00095608
8.737	0.00094663
8.7745	0.00095046
8.8121	0.00093415
8.8497	0.00093238
8.8873	0.00095837
8.9248	0.00092473
8.9624	0.00095254
9	0.00095907
